Q1719	city of the Philippines and capital of the province of Bataan
Q1726	city in Bavaria, Germany
Q1740	fictional character in the Naruto manga and anime series
Q1748	capital city of Denmark
Q1759	federal subject of Russia
Q1767	fictional character in the Naruto manga and anime series
Q1789	American decathlete
Q1794	city in Hesse, Germany
Q1804	French singer
Q1812	Roman emperor
Q1816	quarter in Hamburg, Germany
Q1820	quarter in Rahlstedt, Germany
Q1822	city in the Philippines
Q1825	municipality in Norway
Q1840	municipality in the Netherlands
Q1842	capital city of the country Luxembourg
Q1849	chemical element with atomic number 68
Q1851	city in the northwest of Russia
Q1853	element with the atomic number of 69
Q1857	element with the atomic number of 71
Q1859	non-denominational Christian church founded in Beijing, China
Q1866	province of Indonesia
Q1872	chemical element with the atomic number of 95
Q1878	German author, philosopher, and public relations manager
Q1881	municipality in Telemark county, Norway
Q1883	French footballer and manager
Q1885	Dutch association football player
Q1886	Italian association football club based in Bergamo, Lombardy
Q1897	Italian comune
Q1912	French association football player
Q1914	federal subject of Russia, republic of Russia
Q1917	French association football player
Q1919	French footballer
Q1927	French association football player
Q1928	French association football player
Q1932	competition between the USSR and the USA to explore space
Q1933	Swedish female alpine skier
Q1939	French footballer
Q1940	French association football player
Q1948	province of Canada
Q1956	Austrian alpine skier
Q1962	Swiss alpine ski racer
Q1994	year
Q1996	year
Q2003	province of Canada
Q2004	year
Q2008	railway station in Lyon, France
Q2010	Japanese manga artist
Q2019	year
Q2028	city in Veneto, northern Italy
Q2029	history of the city of Lyon, France
Q2035	common year starting on Tuesday
Q2038	21st President of the French Republic
Q2048	common year starting on Tuesday
Q2059	railway station Lyon, France
Q2075	common year starting on Saturday
Q2077	year
Q2085	American murder mystery television series by Mark Frost and David Lynch
Q2086	Italian racing driver
Q2100	city in North Rhine-Westphalia, Germany
Q2105	22nd President of France
Q2106	rapid transit system in the city of Samara, Russia
Q2120	administrative division of Chile
Q2131	administrative division of Chile
Q2133	administrative division of Chile
Q2142	fictional character and the protagonist of the Dragon Ball manga series
Q2154	Identifier for a time offset from UTC of \u221211
Q2157	year
Q2158	city in the province of Bukidnon, Philippines
Q2165	year
Q2179	the circumstellar disk (accumulation of matter) in an orbit between those of Mars and Jupiter
Q2185	President of France
Q2190	French comedian and actor
Q2191	federal subject of Russia
Q2199	planetary-mass object
Q2222	anti-slavery novel by Harriet Beecher Stowe
Q2227	subway and railway station in Cologne, Germany
Q2231	river in Alberta and Northwest Territories, Canada
Q2232	municipality in Telemark county, Norway
Q2234	date
Q2236	municipality in Telemark county, Norway
Q2242	river in Alberta and Saskatchewan
Q2243	date
Q2250	canal in southern Norway
Q2252	American astronaut
Q2257	date
Q2260	date
Q2284	date
Q2292	federal subject of Russia
Q2296	date
Q2297	date
Q2303	date
Q2309	automobile manufacturer
Q2311	pan-European aerospace and defence corporation
Q2312	date
Q2320	date
Q2327	Russian motorcycle speedway rider
Q2330	Danish motorcycle speedway rider
Q2337	city in the west of European Russia
Q2353	hill in Saxony, Germany
Q2362	date
Q2370	multi-paradigm (object-oriented) programming language
Q2377	turn-based strategy computer game
Q2387	video game (2001)
Q2392	date
Q2398	date
Q2400	date
Q2401	date
Q2415	city, municipality and the county capital of Vest-Agder county in Southern Norway
Q2419	date
Q2421	river in Scotland
Q2423	city in the center of European Russia
Q2426	year
Q2429	year
Q2437	year
Q2459	date
Q2463	NASA scientific satellite
Q2464	river in France
Q2467	capital city of the Commonwealth of the Bahamas
Q2475	year
Q2487	series of wars principally fought in Central Europe
Q2491	genus of reptiles (fossil)
Q2493	process of encoding information using fewer bits than the original representation
Q2498	date
Q2500	date
Q2513	space telescope
Q2515	comic book series
Q2516	Chancellor of West Germany 1974-1982
Q2519	date
Q2536	date
Q2547	date
Q2549	date
Q2561	date
Q2572	song from Queen
Q2573	German politician, President of Germany 1969-1974
Q2574	date
Q2585	date
Q2587	date
Q2588	date
Q2591	date
Q2595	album of Deep Purple
Q2609	professional Italian sports club based in Rome
Q2610	East German politician
Q2619	date
Q2623	date
Q2631	entropy encoding
Q2635	universal coding
Q2640	main-belt asteroid
Q2644	year
Q2650	year
Q2656	Italian comune
Q2665	date
Q2670	date
Q2675	lossless data compression algorithm
Q2680	American actor, producer, and musician
Q2681	universal lossless data compression algorithm
Q2682	lossless data compression algorithm
Q2686	date
Q2689	date
Q2695	date
Q2698	date
Q2700	date
Q2702	federal subject of Russia
Q2712	data compression algorithm
Q2719	date
Q2723	date
Q2727	date
Q2736	sport in which two teams (usually of 11 players) compete to kick a ball into a defended goal
Q2745	date
Q2751	city in Tuscany, Italy and capital of the province of Siena
Q2758	city in North Rhine-Westphalia, Germany
Q2765	town in North Rhine-Westphalia, Germany
Q2774	date
Q2800	date
Q2810	federal subject of Russia
Q2818	date
Q2819	date
Q2821	date
Q2825	date
Q2841	Capital city of Colombia and Cundinamarca department
Q2845	preparation of the Cannabis plant intended for use as a psychoactive drug and medicine
Q2850	date
Q2852	date
Q2859	date
Q2866	President of Belarus since 20 July 1994
Q2867	mathematical technique used in data compression and analysis
Q2879	top-level subdivisions of Canada
Q2882	date
Q2883	date
Q2886	date
Q2901	date
Q2918	Tramway in Lyon, France
Q2924	date
Q2930	date
Q2937	German district
Q2947	German district
Q2949	date
Q2959	date
Q2965	Metro line
Q2966	city in Baden-W\u00FCrttemberg, Germany
Q2970	German district
Q2973	city in Hessen, Germany
Q2981	cathedral in Paris
Q2992	date
Q2993	date
Q2994	date
Q2995	date
Q3001	capital of Suriname
Q3011	German district
Q3017	date
Q3024	date
Q3060	rings of the planet Jupiter
Q3081	artificial island in the North Sea
Q3092	1953 British film by Carol Reed
Q3093	French department
Q3101	French entrepreneur and CEO
Q3108	bronze tablet engraved with a speech by roman emperor Claudius
Q3111	civil parish in Arganil
Q3113	French department
Q3120	French department
Q3122	Elderly care company
Q3126	large city in Bavaria, Germany
Q3152	Wikimedia category
Q3155	2nd century Roman mosaic
Q3164	department in France
Q3169	Galilean moon of Jupiter
Q3173	Russian political party
Q3175	small ancient Roman theatre in Lyon, France
Q3180	Wikimedia category
Q3183	capital city of Western Australia, Australia
Q3189	2012 clay-court tennis tournament
Q3198	elementary particle, the carrier and quantum of electromagnetism
Q3201	astronomical observatory in Middlesex Centre, Ontario, Canada
Q3207	department in south-central France named after the river Aude
Q3209	calendar found in Coligny, Ain, France in 1897
Q3210	locality and former civil parish in Portugal
Q3211	civil parish in Arganil
Q3213	locality and former civil parish in Portugal
Q3224	state of Australia
Q3225	civil parish in Arganil
Q3227	town and civil parish in Cantanhede
Q3232	German town
Q3240	French department in Provence-Alpes-C\u00F4te d'Azur
Q3256	provincial park in British Columbia, Canada
Q3258	territory containing Australia's capital city, Canberra
Q3271	U.S. Representative
Q3282	Italian comune
Q3292	river in Canada
Q3294	2012 album by German producer Zedd
Q3307	Wikimedia category
Q3314	river in Schleswig-Holstein, Germany
Q3316	Wikimedia category
Q3319	Japanese actress
Q3327	commune in Hautes-Pyr\u00E9n\u00E9es, France
Q3331	road tunnel in Lyon
Q3332	moon of Uranus
Q3334	French department
Q3336	French department
Q3352	smallest moon of Uranus
Q3353	French department
Q3367	Italian comune
Q3369	large lake in Mecklenburg-Vorpommern, Germany
Q3374	German violinist
Q3439	river in the Northwest Territories of Canada, tributary of the Mackenzie River
Q3447	federal subject of Russia
Q3450	stable stage of the star's lifetime with nuclear fusion of hydrogen atoms into helium
Q3460	genus of cichlid fishes
Q3489	quarter in Hamburg, Germany
Q3491	species of fish
Q3495	Wikimedia disambiguation page
Q3497	Italian comune
Q3502	Italian comune
Q3506	commune in Charente, France
Q3523	collection of sexually explicit finds from Pompeii
Q3530	suburb in the district Harburg, Germany
Q3532	town in Hertfordshire in the East of England
Q3534	suburb in the district Harburg, Germany
Q3543	Italian comune
Q3544	city in central Russia
Q3565	genus of cichlid fishes
Q3568	fixed reference point; special points with reference to which any of a variety of curves is constructed
Q3581	commune in Loire, France
Q3591	Italian comune
Q3592	Italian comune
Q3597	city in southern Chile
Q3614	medical treatment
Q3629	Wikimedia category
Q3630	capital and province of Indonesia
Q3680	federal subject of Russia
Q3696	year
Q3699	German part of the Revolutions of 1848
Q3702	Turkish Basketball League team based in Band\u0131rma, Bal\u0131kesir, Turkey
Q3705	species of fish
Q3721	information on fraternities and sororities in North America
Q3727	species of fish
Q3736	city and commune in southern Chile
Q3741	province of Indonesia
Q3746	subdivision of Blaye, Gironde, Aquitaine, France
Q3751	capital of Cape Verde
Q3757	island of Indonesia
Q3763	city and commune in Chile
Q3769	overseas French department
Q3779	city and commune in Chile
Q3781	roundabout in 's-Hertogenbosch
Q3787	capital city of Nigeria
Q3788	Chilean town and commune
Q3796	Chilean town and commune
Q3806	town in central Baden-W\u00FCrttemberg, Germany
Q3825	capital of Gabon
Q3838	capital city of the Democratic Republic of the Congo
Q3841	Chilean city and commune
Q3846	town in the Minden-L\u00FCbbecke district, in North Rhine-Westphalia, Germany
Q3863	minor planet that is not comet
Q3865	city in Baden-W\u00FCrttemberg, Germany
Q3870	capital city of Kenya
Q3873	Chilean city
Q3881	capital of Zambia
Q3890	city in Germany
Q3893	city in North Rhine-Westphalia, Germany
Q3918	academic institution for further education
Q3929	city in Mauritius
Q3934	autonomous community of Spain
Q3941	federal subject of Russia
Q3949	town in Unna District, in North Rhine-Westphalia, Germany
Q3951	city in Baden-W\u00FCrttemberg, Germany
Q3952	town in Germany
Q3955	city in Thuringia, Germany
Q3962	personal computer for mobile use
Q3977	city in the south of Russia
Q3979	village in Aberdeenshire, Scotland
Q3990	American voice actor and a stand-up comedian
Q3992	city in Li\u00E8ge, Belgium
Q3996	Indian politician
Q4003	Wikimedia category
Q4004	Settlement in Kerala, India
Q4006	visual representation of an area
Q4025	American voice actor, writer, graphic novelist, and artist
Q4032	public university of Lyon, France
Q4035	city in S\u00E3o Paulo state, Brazil
Q4038	American comedy writer and performer
Q4055	residence in Blois, France
Q4064	pharaoh in the ancient Egypt
Q4065	town in Mecklenburg-Vorpommern, Germany
Q4074	town in the Euskirchen district, in North Rhine-Westphalia, Germany
Q4075	French rugby union team
Q4084	year
Q4100	town in Baden-W\u00FCrttemberg, Germany
Q4101	year
Q4112	village in West Lothian, Scotland
Q4118	chemical compound
Q4122	town in Lower Saxony, Germany
Q4127	lake in Germany, Switzerland and Austria
Q4128	French poet, novelist and editor
Q4130	gravitationally curved path of an object around a point in outer space; circular or elliptical path of one object around another object
Q4131	town in South Lanarkshire, Scotland
Q4137	French writer
Q4152	palace in Bavaria, Germany
Q4161	Wikimedia category
Q4164	Wikimedia category
Q4169	void between celestial bodies
Q4172	Wikimedia category
Q4176	Roman-Catholic cathedral in Cologne, Germany
Q4179	character in a French puppet show
Q4184	account of the life of a person, written by that person
Q4191	city on Lake Lucerne, in central Switzerland
Q4208	organ in a large concert hall in France
Q4218	series of historical events ending with the settlement of the Hungarian people in Central Europe
Q4222	Wikimedia category
Q4242	Wikimedia category
Q4255	Wikimedia category
Q4258	square in the Perrache quarter, in the 2nd arrondissement of Lyon
Q4265	Wikimedia category
Q4274	Wikimedia category
Q4280	political party in Spain
Q4281	French author and illustrator
Q4288	leader of Chetniks in Second World War
Q4289	Benedictine historian, theologian
Q4291	national hero of Yugoslavia
Q4292	Japanese science fiction anime series
Q4299	American rock band
Q4302	French poet and trouv\u00E8re
Q4313	French theologian and poet
Q4316	1986 animated fantasy-parody film
Q4318	Greek historian and rhetorician
Q4319	Wikimedia list article
Q4321	printed circuit board (PCB) found in all modern computers
Q4325	Wikimedia category
Q4328	Archbishop of Bourges
Q4329	chemical compound
Q4334	note meant to be played as one that quickly \"slides\" or \"glides\" to another note
Q4336	Wikimedia category
Q4360	highly magnetized, rapidly rotating neutron star or white dwarf
Q4365	Wikimedia category
Q4368	Wikimedia category
Q4371	British shoegazing band
Q4372	British indie rock group
Q4375	constriction of the airways in the lungs
Q4385	Palau at the 2000 Summer Olympics
Q4386	Palau at the 2004 Summer Olympics
Q4388	species of tree squirrel common throughout Eurasia
Q4418	Wikimedia category
Q4419	Wikimedia category
Q4424	Wikimedia category
Q4433	Village in Fej\u00E9r County, Hungary
Q4435	Wikimedia category
Q4436	Wikimedia disambiguation page
Q4439	data storage device
Q4446	village in Croatia
Q4453	Wikimedia category
Q4459	Wikimedia category
Q4468	family of fishes
Q4473	American actress, singer-songwriter
Q4475	asteroid
Q4478	province of Pakistan
Q4481	town in Spain
Q4493	Italian comune
Q4498	female troubadours
Q4508	military branch of service primarily concerned with naval warfare
Q4513	Buddhist temple
Q4515	Wikimedia category
Q4519	square at the center of Isfahan city, Iran
Q4532	Wikimedia category
Q4536	2003 American drama film
Q4559	Wikimedia category
Q4561	Wikimedia category
Q4562	Moldovan pop music trio
Q4568	German volleyball club
Q4574	Wikimedia category
Q4582	city and commune in Cachapoal, O'Higgins Region, Chile
Q4586	professional beach volleyball player
Q4588	currency of Samoa
Q4595	currency of the Seychelles
Q4599	Spanish footballer
Q4617	American actor, model, dancer, producer, and singer-songwriter
Q4627	native language in South America
Q4636	American singer, actress, writer, film producer, and director
Q4637	Wikimedia category
Q4656	town in Istria County, Croatia
Q4658	Galaxy
Q4659	arrondissement in the Kouffo department of Benin
Q4661	Primera A category of football professional Colombian in 1955
Q4666	Wikimedia category
Q4672	2000 historical novel
Q4673	German film actor and director
Q4683	Primera A category of football professional Colombian in 1968
Q4686	town in Croatia
Q4688	year
Q4697	Primera A category of football professional Colombian in 1978
Q4703	year
Q4704	Primera A category of football professional Colombian in 1987
Q4708	Primera A category of football professional Colombian in 1967
Q4709	Venezuelan city
Q4710	graphic novel
Q4711	Football event
Q4714	Primera A category of football professional Colombian in 1974
Q4726	year
Q4729	Wikimedia disambiguation page
Q4736	ball made of perfumes
Q4738	former American football running back
Q4741	currency of Rwanda
Q4751	spiral galaxy in the constellation Ursa Major
Q4752	professor
Q4759	beach in Berkane, Morocco
Q4765	Wikimedia category
Q4768	Russian painter (1799-1852)
Q4770	Dutch sports shooter
Q4773	year
Q4777	mountain in Pakaraima chain
Q4780	noble family of the Holy Roman Empire
Q4802	arrondissement in the Kouffo department of Benin
Q4811	arrondissement in the Kouffo department of Benin
Q4833	French aviator
Q4836	Polish former basketball player and basketball coach
Q4855	Wikimedia template
Q4861	Wikimedia category
Q4870	species of fish
Q4876	Dutch footballer
Q4879	Wikimedia list article
Q4883	American professional basketball player
Q4893	Wikimedia category
Q4899	Syrian writer and poet
Q4901	galaxy
Q4904	Wikimedia category
Q4905	urban-type settlement in Leningrad Oblast, Russia
Q4906	galaxy
Q4909	inference algorithm
Q4942	Wikimedia category
Q4958	former empire in East Asia
Q4960	American actor and professional skateboarder
Q4963	Wikimedia category
Q4965	commune in C\u00F4te-d'Or, France
Q4971	Italian comune
Q4989	emperor of the Liao Dynasty
Q4999	municipality and city in the Matanzas Province of Cuba
Q5033	Wikimedia category
Q5039	Wikimedia category
Q5045	Cuban municipality
Q5056	Wikimedia voting template
Q5069	emperor of the Jin Dynasty (1115\u20131234)
Q5083	county seat of King County, Washington, United States
Q5098	Indonesian administrative division, first-level subdivision of the country
Q5114	grouping of five galaxies
Q5120	Wikimedia template
Q5182	phylum of small marine pseudocoelomate invertebrates
Q5184	phylum of marine worms
Q5197	French writer
Q5206	city in the south of Russia
Q5213	Wikimedia template
Q5226	year
Q5237	federal subject of Russia, republic of Russia
Q5243	Wikimedia list article
Q5249	year
Q5258	minstrel
Q5263	year
Q5275	clock with special mechanisms and dials to display astronomical information
Q5279	municipality in the M\u00E4rkischer Kreis, North Rhine-Westphalia, Germany
Q5285	city of the Philippines and capital of the province of Tarlac
Q5286	river in the French department Rh\u00F4ne
Q5297	computer processor contained on an integrated-circuit chip
Q5299	computer and video tool to disseminate video drawings
Q5301	typesetting system
Q5303	Wikimedia template
Q5310	document markup language
Q5318	device that forwards data packets between computer networks, creating an overlay internetwork
Q5330	measure of mean number of citations per article of an academic journal
Q5349	Slovene botanist and geneticist
Q5350	Slovene zoologist
Q5356	French abbot, poet and musical arranger
Q5361	knight and historian
Q5362	Slovene biologist
Q5368	Slovene botanist
Q5369	sport in which teams compete to score runs by hitting a thrown ball and advancing around bases
Q5375	team sport played with bats and balls
Q5383	British musician, actor, record producer and arranger
Q5389	major international sport event
Q5394	Identifier for a time offset from UTC of \u22124.30
Q5396	French aviator, inventor and engineer
Q5409	French troubadour
Q5414	dog breed
Q5416	cruiseferry built in 1989
Q5420	town in Croatia
Q5425	year
Q5427	year
Q5433	year
Q5435	year
Q5439	year
Q5448	Wikimedia disambiguation page
Q5453	Fantasy roleplaying game
Q5454	Italian author
Q5456	mountain range running along the Western side of The Americas
Q5471	opera house in Milan, Italy
Q5473	Fantasy roleplaying game
Q5475	Italian comune
Q5477	mountain system in Eurasia
Q5481	federal subject of Russia, republic of Russia
Q5490	Fantasy roleplaying game
Q5499	rapid transit system in Moscow
Q5500	year
Q5510	year
Q5514	year
Q5521	year
Q5535	town in North Rhine-Westphalia, Germany
Q5537	year
Q5541	year
Q5542	town in the M\u00E4rkischer Kreis, in North Rhine-Westphalia, Germany
Q5545	federal subject of Russia
Q5556	museum in Treviso , Italy
Q5559	year
Q5563	year
Q5564	year
Q5567	town in the M\u00E4rkischer Kreis district, North Rhine-Westphalia, Germany
